tariff,description,uom,mfn,gt,aut,nzt,ccct,ldct,gpt,ust,mt,must,ciat,ct,crt,it,nt,slt,pt,colt,jt,pat,hnt,krt,ceut,uat,cptpt
29.36,"Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent.",,,,,,,,,,,,,,,,,,,,,,,,,,
2936.2,"Vitamins and their derivatives, unmixed:",,,,,,,,,,,,,,,,,,,,,,,,,,
2936.21.00.00,Vitamins A and their derivatives,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2936.22.00.00,Vitamin B1 and its derivatives,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2936.23.00.00,Vitamin B2 and its derivatives,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2936.24.00.00,D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2936.25.00.00,Vitamin B6 and its derivatives,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2936.26.00.00,Vitamin B12 and its derivatives,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2937.22.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
2937.23.00.00,Oestrogens and progestogens,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2937.29.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2937.50.00.00,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2937.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
29.38,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.",,,,,,,,,,,,,,,,,,,,,,,,,,
2938.10.00.00,Rutoside (rutin) and its derivatives,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2938.90.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
29.39,"Alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.",,,,,,,,,,,,,,,,,,,,,,,,,,
2939.1,Alkaloids of opium and their derivatives; salts thereof:,,,,,,,,,,,,,,,,,,,,,,,,,,
2939.11.00.00,"Concentrates of poppy straw; buprenorphine (INN), codeine, dihydrocodeine (INN), ethylmorphine, etorphine (INN), heroin, hydrocodone (INN), hydromorphone (INN), morphine, nicomorphine (INN), oxycodone (INN), oxymorphone (INN), pholcodine (INN), thebacon (INN) and thebaine; salts thereof",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.20.00.00,Alkaloids of cinchona and their derivatives; salts thereof,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.30.00.00,Caffeine and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.4,Ephedrines and their salts:,,,,,,,,,,,,,,,,,,,,,,,,,,
2939.41.00.00,Ephedrine and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.42.00.00,Pseudoephedrine (INN) and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.43.00.00,Cathine (INN) and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.44.00.00,Norephedrine and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.49.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.5,Theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof:,,,,,,,,,,,,,,,,,,,,,,,,,,
2939.51.00.00,Fenetylline (INN) and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.59.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.6,Alkaloids of rye ergot and their derivatives; salts thereof:,,,,,,,,,,,,,,,,,,,,,,,,,,
2939.61.00.00,Ergometrine (INN) and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.62.00.00,Ergotamine (INN) and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.63.00.00,Lysergic acid and its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.69.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.7,"Other, of vegetal origin:",,,,,,,,,,,,,,,,,,,,,,,,,,
2939.71.00.00,"Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives thereof",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.79.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2939.80.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2940.00.00.00,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39.",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
29.41,Antibiotics.,,,,,,,,,,,,,,,,,,,,,,,,,,
2941.10.00,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2941.10.00.30,Amoxicillin trihydrate,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
2941.10.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
2941.20.00.00,Streptomycins and their derivatives; salts thereof,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2941.30.00.00,Tetracyclines and their derivatives; salts thereof,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2941.40.00.00,Chloramphenicol and its derivatives; salts thereof,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
2941.50.00.00,Erythromycin and its derivatives; salts thereof,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3002.12.00.13,"Other, immune globulin",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3002.12.00.19,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3002.12.00.2,Animal antisera and other animal blood fractions:,,,,,,,,,,,,,,,,,,,,,,,,,,
3002.12.00.21,For use in humans,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3002.12.00.29,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3002.13.00.00,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3002.14.00.00,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3002.15.00.00,"Immunological products, put up in measured doses or in forms or packings for retail sale",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3002.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3002.20.00,Vaccines for human medicine,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3002.20.00.10,Against influenza virus,-,,,,,,,,,,,,,,,,,,,,,,,,,
3002.20.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3002.30.00,Vaccines for veterinary medicine,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3002.30.00.10,Vaccines against foot and mouth disease; Vaccines prepared for parenteral administration; Bovine intranasal vaccines,-,,,,,,,,,,,,,,,,,,,,,,,,,
3002.30.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3003.43.00.00,Containing norephedrine or its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3003.49.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3003.60.00.00,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3003.90.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3003.90.00.30,Containing acetaminophen,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3003.90.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
30.04,"Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale.",,,,,,,,,,,,,,,,,,,,,,,,,,
3004.10.00,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.10.00.10,For human use,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.10.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.20.00,"Other, containing antibiotics",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.20.00.1,For human use:,,,,,,,,,,,,,,,,,,,,,,,,,,
3004.20.00.11,Containing cephalosporins,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.20.00.12,Containing vancomycin,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.20.00.13,Containing erythromycin,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.20.00.18,"Other, containing macrolides",-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.20.00.19,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.20.00.80,"Other, containing ivermectin",-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.20.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.3,"Other, containing hormones or other products of heading 29.37:",,,,,,,,,,,,,,,,,,,,,,,,,,
3004.31.00.00,Containing insulin,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.32.00.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.39.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.39.00.1,For human use:,,,,,,,,,,,,,,,,,,,,,,,,,,
3004.39.00.11,"Epinephrine, its solutions and pituitary extracts",-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.39.00.12,Containing anterior pituitary hormones,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.39.00.13,Containing unmixed single estrogens,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.39.00.19,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.39.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.4,"Other, containing alkaloids or derivatives thereof:",,,,,,,,,,,,,,,,,,,,,,,,,,
3004.41.00.00,Containing ephedrine or its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.42.00.00,Containing pseudoephedrine (INN) or its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.43.00.00,Containing norephedrine or its salts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.49.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.49.00.10,Containing morphine or derivatives thereof,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.49.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.50.00,"Other, containing vitamins or other products of heading 29.36",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.50.00.1,For human use:,,,,,,,,,,,,,,,,,,,,,,,,,,
3004.50.00.11,"Containing a single vitamin, not mixed with other supplements",-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.50.00.12,"Containing a single vitamin, mixed with other supplements",-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.50.00.14,"Containing multivitamins, mixed with other supplements",-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.50.00.19,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.50.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.60.00.00,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.90.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3004.90.00.1,"Mixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, onated soya oil emulsions, dextrose (glucose) solutions and levulose (fructose) solutions, prepared for parenteral administration:",,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.11,Amino acids,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.12,Dextrose (glucose) and levulose (fructose) solutions,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.19,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.2,"Other, for human use, acting on the nervous system:",,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.21,Containing cannabis or cannabinoids,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.22,Analgesics,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.23,Antidepressants and tranquilizers,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.24,Antihypertensive agents,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.25,Antihistaminic agents,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.26,"Other agents, acting on the central nervous system",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.27,Local anaesthetics,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.29,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.4,"Other, for human use, gastrointestinal agents:",,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.42,Laxatives,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.43,Antacids,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.49,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.50,"Other, for human use, acting on the cardio-vascular system",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.6,"Other, for human use, anti-infective agents:",,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.61,Containing sulfonamides,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.69,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.7,"Other, for human use:",,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.71,Haematological agents,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.72,Antineoplastic agents,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.73,Cough or cold preparations,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.74,"Primarily affecting the eyes, ears or respiratory system",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.75,Diuretics,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.76,"Primarily affecting electrolytic, caloric or water balance",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.77,Dermatological agents,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.78,Containing hyaluronic acid or its sodium salt,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.79,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
3004.90.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
30.05,"Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes.",,,,,,,,,,,,,,,,,,,,,,,,,,
3005.10.00,Adhesive dressings and other articles having an adhesive layer,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3005.10.00.10,Coated or impregnated with pharmaceutical substances,-,,,,,,,,,,,,,,,,,,,,,,,,,
3005.10.00.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
3005.10.00.91,Adhesive dressings,-,,,,,,,,,,,,,,,,,,,,,,,,,
3005.10.00.99,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3005.90.00,Other,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3005.90.00.20,Coated or impregnated with pharmaceutical substances,-,,,,,,,,,,,,,,,,,,,,,,,,,
3005.90.00.30,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-,,,,,,,,,,,,,,,,,,,,,,,,,
3005.90.00.40,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-,,,,,,,,,,,,,,,,,,,,,,,,,
3005.90.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
30.06,Pharmaceutical goods specified in Note 4 to this Chapter.,,,,,,,,,,,,,,,,,,,,,,,,,,
3006.10.00,"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3006.10.00.10,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-,,,,,,,,,,,,,,,,,,,,,,,,,
3006.10.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3006.20.00,Blood-grouping reagents,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3006.20.00.20,Of animal origin,-,,,,,,,,,,,,,,,,,,,,,,,,,
3006.20.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3006.30.00,Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3006.30.00.10,Opacifying preparations for X-ray examinations,-,,,,,,,,,,,,,,,,,,,,,,,,,
3006.30.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3006.40.00,Dental cements and other dental fillings; bone reconstruction cements,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3006.40.00.10,Dental cements and bone reconstruction cements,-,,,,,,,,,,,,,,,,,,,,,,,,,
3006.40.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
3006.50.00.00,First-aid boxes and kits,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3006.60.00.00,"Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
3006.70,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,,,,,,,,,,,,,,,,,,,,,,,,,
3006.70.10.00,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
