|TARIFF|,|EFF_DATE|,|CHANGE|,|SUB_CHAP|,|DESC1|,|DESC2|,|DESC3|,|FOOTNOTE|,|UOM|,|MFN|,|GT|,|AUT|,|NZT|,|CCCT|,|LDCT|,|GPT|,|UST|,|MT|,|MUST|,|CIAT|,|CT|,|CRT|,|IT|,|NT|,|SLT|,|PT|,|COLT|,|JT|,|PAT|,|HNT|,|KRT|,|CEUT|,|UAT|,|CPTPT|,|row_id|
|2916.15.00.00|,1/1/2012 0:00:00,0.00,||,|Oleic, linoleic or linolenic acids, their salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5346
|2916.16.00.00|,1/1/2012 0:00:00,0.00,||,|Binapacryl (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5347
|2916.19.00|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5348
|2916.19.00.30|,1/1/1998 0:00:00,0.00,||,|Potassium sorbate|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5349
|2916.19.00.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5350
|2916.20.00.00|,1/1/2012 0:00:00,0.00,||,|Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5351
|2916.3|,1/1/2012 0:00:00,0.00,,|Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352
|2916.31.00.00|,1/1/2017 0:00:00,0.00,||,|Benzoic acid, its salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5353
|2916.32.00.00|,1/1/2000 0:00:00,0.00,||,|Benzoyl peroxide and benzoyl chloride|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5354
|2916.34.00.00|,1/1/1998 0:00:00,0.00,||,|Phenylacetic acid and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5355
|2916.39.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5356
|29.17|,1/1/1998 0:00:00,0.00,||,|Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5357
|2917.1|,1/1/1998 0:00:00,0.00,,|Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5358
|2917.11.00.00|,1/1/2012 0:00:00,0.00,||,|Oxalic acid, its salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5359
|2917.12.00.00|,10/1/2014 0:00:00,0.00,||,|Adipic acid, its salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5360
|2917.13.00.00|,10/1/2014 0:00:00,0.00,||,|Azelaic acid, sebacic acid, their salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5361
|2917.14.00.00|,1/1/2012 0:00:00,0.00,||,|Maleic anhydride|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5362
|2917.19.00|,1/1/2019 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5363
|2917.37.00.00|,1/1/1998 0:00:00,0.00,||,|Dimethyl terephthalate|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5381
|2917.39.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5382
|2917.39.00.10|,1/1/2012 0:00:00,0.00,||,|Trimellitic anhydride|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5383
|2917.39.00.20|,1/1/2012 0:00:00,0.00,||,|Isophthalic acid|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5384
|2917.39.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5385
|29.18|,1/1/1998 0:00:00,0.00,||,|Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5386
|2918.1|,1/1/1998 0:00:00,0.00,,|Carboxylic acids with alcohol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5387
|2918.11.00|,1/1/1998 0:00:00,0.00,||,|Lactic acid, its salts and esters|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5388
|2918.11.00.10|,1/1/1998 0:00:00,0.00,||,|Lactic acid|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5389
|2918.11.00.20|,1/1/2012 0:00:00,0.00,||,|Salts|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5390
|2918.11.00.30|,1/1/2012 0:00:00,0.00,||,|Esters|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5391
|2918.12.00.00|,1/1/1998 0:00:00,0.00,||,|Tartaric acid|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5392
|2918.13.00.00|,1/1/2012 0:00:00,0.00,||,|Salts and esters of tartaric acid|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5393
|2918.14.00.00|,1/1/1998 0:00:00,0.00,||,|Citric acid|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5394
|2918.15.00|,1/1/1998 0:00:00,0.00,||,|Salts and esters of citric acid|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5395
|2921.51.00.00|,1/1/2012 0:00:00,0.00,||,|o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives; salts thereof|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5452
|2921.59.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5453
|29.22|,1/1/1998 0:00:00,0.00,||,|Oxygen-function amino-compounds.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5454
|2922.1|,1/1/2017 0:00:00,0.00,,|Amino-alcohols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455
|2922.11.00.00|,1/1/2017 0:00:00,0.00,||,|Monoethanolamine and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5456
|2922.12.00.00|,1/1/2017 0:00:00,0.00,||,|Diethanolamine and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5457
|2922.14.00.00|,1/1/2002 0:00:00,0.00,||,|Dextropropoxyphene (INN) and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5458
|2922.15.00.00|,1/1/2017 0:00:00,0.00,||,|Triethanolamine|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5459
|2922.16.00.00|,1/1/2017 0:00:00,0.00,||,|Diethanolammonium perfluorooctane sulphonate|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5460
|2922.17.00.00|,1/1/2017 0:00:00,0.00,||,|Methyldiethanolamine and ethyldiethanolamine|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5461
|2922.18.00.00|,1/1/2017 0:00:00,0.00,||,|2-(N,N-Diisopropylamino)ethanol|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5462
|2922.19.00.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5463
|2922.2|,1/1/2002 0:00:00,0.00,,|Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5464
|2922.21.00.00|,1/1/1998 0:00:00,0.00,||,|Aminohydroxynaphthalenesulphonic acids and their salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5465
|2922.29.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5466
|2922.3|,1/1/2002 0:00:00,0.00,,|Amino-aldehydes, amino-ketones and amino-quinones, other than those containing more than one kind of oxygen function; salts thereof:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467
|2922.31.00.00|,1/1/2002 0:00:00,0.00,||,|Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5468
|2922.39.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5469
|2922.4|,1/1/2002 0:00:00,0.00,,|Amino-acids, other than those containing more than one kind of oxygen function, and their esters; salts thereof:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470
|2922.41.00|,1/1/2012 0:00:00,0.00,||,|Lysine and its esters; salts thereof|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5471
|2922.41.00.10|,1/1/2012 0:00:00,0.00,||,|Lysine and its salts; Lysine esters and their salts, for use in the manufacture of animal or poultry feeds|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5472
|2922.41.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5473
|2922.42.00|,1/1/1998 0:00:00,0.00,||,|Glutamic acid and its salts|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5474
|2922.42.00.20|,1/1/2017 0:00:00,0.00,||,|Monosodium glutamate|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5475
|2922.42.00.90|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5476
|2922.43.00.00|,1/1/1998 0:00:00,0.00,||,|Anthranilic acid and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5477
|2922.44.00.00|,1/1/2002 0:00:00,0.00,||,|Tilidine (INN) and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5478
|2923.90.00.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5495
|29.24|,1/1/1998 0:00:00,0.00,||,|Carboxyamide-function compounds; amide-function compounds of carbonic acid.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5496
|2924.1|,1/1/2002 0:00:00,0.00,,|Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5497
|2924.11.00.00|,1/1/2002 0:00:00,0.00,||,|Meprobamate (INN)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5498
|2924.12.00.00|,1/1/2012 0:00:00,0.00,||,|Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5499
|2924.19.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5500
|2924.2|,1/1/1998 0:00:00,0.00,,|Cyclic amides (including cyclic carbamates) and their derivatives; salts thereof:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501
|2924.21.00.00|,1/1/2012 0:00:00,0.00,||,|Ureines and their derivatives; salts thereof|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5502
|2924.23.00.00|,1/1/2012 0:00:00,0.00,||,|2-Acetamidobenzoic acid (N-acetylanthranilic acid) and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5503
|2924.24.00.00|,1/1/2002 0:00:00,0.00,||,|Ethinamate (INN)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5504
|2924.25.00.00|,1/1/2017 0:00:00,0.00,||,|Alachlor (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5505
|2924.29.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5506
|2924.29.00.20|,1/1/2012 0:00:00,0.00,||,|Acetaminophen|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5507
|2924.29.00.80|,1/1/2017 0:00:00,0.00,||,|Other aromatics|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5508
|2924.29.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5509
|29.25|,1/1/1998 0:00:00,0.00,||,|Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5510
|2925.1|,1/1/1998 0:00:00,0.00,,|Imides and their derivatives; salts thereof:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511
|2925.11.00|,1/1/1998 0:00:00,0.00,||,|Saccharin and its salts|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5512
|2925.11.00.10|,1/1/1998 0:00:00,0.00,||,|Saccharin|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5513
|2925.11.00.20|,1/1/1998 0:00:00,0.00,||,|Salts of saccharin|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5514
|2925.12.00.00|,1/1/2002 0:00:00,0.00,||,|Glutethimide (INN)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5515
|2925.19.00.00|,1/1/2002 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5516
|2925.2|,1/1/2007 0:00:00,0.00,,|Imines and their derivatives; salts thereof:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517
|2925.21.00.00|,1/1/2012 0:00:00,0.00,||,|Chlordimeform (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5518
|2925.29.00.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5519
|29.26|,1/1/1998 0:00:00,0.00,||,|Nitrile-function compounds.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,5520
|2926.10.00.00|,1/1/1998 0:00:00,0.00,||,|Acrylonitrile|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5521
|2926.20.00.00|,1/1/1998 0:00:00,0.00,||,|1-Cyanoguanidine (dicyandiamide)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5522
|2926.30.00.00|,1/1/2002 0:00:00,0.00,||,|Fenproporex (INN) and its salts; methadone (INN) intermediate
(4-cyano-2-dimethylamino-4,4-diphenylbutane)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5523
|2926.40.00.00|,1/1/2017 0:00:00,0.00,||,|alpha-Phenylacetoacetonitrile|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5524
|2926.90.00.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5525
|2927.00.00.00|,1/1/2012 0:00:00,0.00,||,|Diazo-, azo- or azoxy-compounds.|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,5526
